page_url,price,title,type,url
https://bj.lianjia.com/ershoufang/co52/,549,枫竹苑二区 南向两居室 中高楼层 采光好 看房方便,枫竹苑二区 /2室1厅/91.53平米/南/简装/有电梯,https://bj.lianjia.com/ershoufang/101101567050.html
https://bj.lianjia.com/ershoufang/co52/,1000,三面采光全明南北朝向 正对小区绿地花园,顶秀青溪 /3室2厅/154.62平米/东 南 北/精装/有电梯,https://bj.lianjia.com/ershoufang/101087933454.html
https://bj.lianjia.com/ershoufang/co52/,500,格调小区 南向一居室 业主诚心出售房主自荐,格调 /1室1厅/63.83平米/南/简装/有电梯,https://bj.lianjia.com/ershoufang/101101259936.html
https://bj.lianjia.com/ershoufang/co52/,2525.2,南北通透 满五年 钥匙 毛坯房给您更多的自由装修空间,官苑8号 /3室2厅/168.35平米/南 北/毛坯/有电梯,https://bj.lianjia.com/ershoufang/101101544269.html
https://bj.lianjia.com/ershoufang/co52/,720,马家堡 星河城 西南三居 双卧朝南,星河城东区 /3室1厅/109.47平米/西南/精装/有电梯,https://bj.lianjia.com/ershoufang/101101839368.html
https://bj.lianjia.com/ershoufang/co52/,635,望京西园一区 南向采光好 2居室 商品房,望京西园一区 /2室1厅/100.82平米/东南/精装/有电梯,https://bj.lianjia.com/ershoufang/101092208870.html
https://bj.lianjia.com/ershoufang/co52/,1200,满五年朝南正规三居室 采光充足 没有遮挡 看房方便,今典花园 /3室2厅/126.48平米/西南/简装/有电梯,https://bj.lianjia.com/ershoufang/101101507890.html
https://bj.lianjia.com/ershoufang/co52/,830,天鸿美域 精装修 南北通透大三居房主自荐,天鸿美域 /3室1厅/137.65平米/南 北/简装/有电梯,https://bj.lianjia.com/ershoufang/101101311790.html
https://bj.lianjia.com/ershoufang/co52/,908,公园式花园洋房九层低密度板楼 精装南北通透三居房主自荐,卡布其诺 /3室1厅/121.13平米/南 北/精装/有电梯,https://bj.lianjia.com/ershoufang/101101096544.html
https://bj.lianjia.com/ershoufang/co52/,410,南北通透大两居，小区人文素质高，环境适宜房主自荐,龙锦苑东二区 /2室1厅/101.35平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101100814055.html
