page_url,price,title,type,url
https://bj.lianjia.com/ershoufang/,419,天通苑东一区  三居室复式  大露台  满五年唯一,天通苑东一区 /3室2厅/123.36平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102527089.html
https://bj.lianjia.com/ershoufang/,330,南庭新苑南区 中间楼层 全南朝向两居室  满五年,南庭新苑南区 /2室1厅/58.95平米/南/简装/有电梯,https://bj.lianjia.com/ershoufang/101102513458.html
https://bj.lianjia.com/ershoufang/,330,双桥北内小区，满五年业主在京家庭名下无其他房产,双桥北内小区 /2室1厅/74.03平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102516006.html
https://bj.lianjia.com/ershoufang/,360,七星园新上优质南北向两居室，看房方便,七星园 /2室1厅/69.73平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102528982.html
https://bj.lianjia.com/ershoufang/,550,南北双通透三居 楼层好采光足 带地下室,金惠园三里 /3室1厅/107.29平米/南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102519959.html
https://bj.lianjia.com/ershoufang/,495,08年房，板楼三层，满五唯一税费少，毛坯可随意装修。,天通苑中苑 /3室1厅/124.54平米/南 北/毛坯/无电梯,https://bj.lianjia.com/ershoufang/101102512764.html
https://bj.lianjia.com/ershoufang/,840,橡树湾一期 东西通透3居位置安静钥匙房 赠送5.2平门厅,橡树湾 /3室2厅/97.26平米/东 西/精装/有电梯,https://bj.lianjia.com/ershoufang/101102504778.html
https://bj.lianjia.com/ershoufang/,288,新华大街精装小两居，南北通透，满五唯一,中仓小区 /2室1厅/68.01平米/南 北/精装/无电梯,https://bj.lianjia.com/ershoufang/101102509576.html
https://bj.lianjia.com/ershoufang/,1930,水岸B5区满五唯一大三居，独梯独户花园洋房,丽都水岸B5区 /3室2厅/217.24平米/南 北/精装/有电梯,https://bj.lianjia.com/ershoufang/101101842948.html
https://bj.lianjia.com/ershoufang/,1030,奥园一期正中间位置三居室，满五唯一，三面采光无遮挡房主自荐,奥林匹克花园一期 /3室3厅/146.25平米/东 南 北/简装/无电梯,https://bj.lianjia.com/ershoufang/101102155811.html
https://bj.lianjia.com/ershoufang/,950,业主诚心出售，环境很好的三居室,和平街十三区 /3室1厅/108.19平米/西南/精装/有电梯,https://bj.lianjia.com/ershoufang/101102545220.html
